ano (uid);ano (nome);local (uid);local (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);grupoetario (uid);grupoetario (nome);escolaridade (uid);escolaridade (nome);conjugal (uid);conjugal (nome);prenatal (uid);prenatal (nome);consultas (uid);consultas (nome);gravidez (uid);gravidez (nome);gestacao (uid);gestacao (nome);parto (uid);parto (nome);lococor (uid);lococor (nome);assistido (uid);assistido (nome);apgar1 (uid);apgar1 (nome);apgar5 (uid);apgar5 (nome);robson (uid);robson (nome);peso (uid);peso (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);anomalia (uid);anomalia (nome);funcao (uid);funcao (nome);Kotelchuck (uid);Kotelchuck (nome);abrangencia (uid);abrangencia (nome);localidade (uid);localidade (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;1;País;76;Brasil;230.792;219.866;247.054;241.974;244.723;228.029;230.625;220.543;225.101;214.931;206.831;215.556;2.726.025
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;2;Região;1;Norte;25.349;23.628;25.537;25.222;25.612;24.295;25.373;25.274;25.578;25.803;23.969;24.892;300.532
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;11;Rondônia;2.191;2.018;2.166;2.290;2.322;2.085;2.137;2.251;2.152;2.099;2.008;2.073;25.792
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;12;Acre;1.240;1.156;1.274;1.297;1.329;1.202;1.313;1.276;1.281;1.234;1.128;1.275;15.005
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;13;Amazonas;6.450;6.206;6.555;6.025;6.275;5.986;6.403;6.373;6.434;6.418;6.020;6.079;75.224
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;14;Roraima;1.216;1.167;1.258;1.080;1.143;1.048;1.093;1.087;1.111;1.180;1.133;1.162;13.678
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;15;Pará;11.158;10.098;11.060;11.151;11.175;10.694;11.187;11.094;11.419;11.603;10.741;11.160;132.540
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;16;Amapá;1.253;1.205;1.195;1.164;1.219;1.191;1.198;1.192;1.273;1.343;1.109;1.220;14.562
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;17;Tocantins;1.841;1.778;2.029;2.215;2.149;2.089;2.042;2.001;1.908;1.926;1.830;1.923;23.731
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;2;Região;2;Nordeste;62.991;59.739;69.044;67.954;70.427;65.996;66.407;63.082;64.198;61.922;58.657;59.315;769.732
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;21;Maranhão;8.829;7.910;8.958;8.834;9.227;8.901;9.038;9.090;9.311;8.963;8.442;8.392;105.895
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;22;Piauí;3.778;3.503;3.870;3.864;4.167;3.718;3.680;3.770;3.771;3.865;3.629;3.608;45.223
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;23;Ceará;10.416;9.652;10.900;10.735;10.946;10.367;10.318;10.029;9.995;9.423;9.461;9.603;121.845
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;24;Rio Grande do Norte;3.486;3.395;3.897;3.869;3.874;3.775;3.857;3.565;3.645;3.401;3.305;3.440;43.509
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;25;Paraíba;4.379;4.360;5.052;5.001;5.099;4.899;4.970;4.498;4.756;4.395;4.186;4.309;55.904
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;26;Pernambuco;10.427;9.978;11.536;11.445;11.986;11.160;11.137;10.409;10.756;10.264;9.629;9.735;128.462
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;27;Alagoas;3.804;3.598;4.308;4.269;4.525;4.067;4.249;3.940;4.003;4.098;3.697;3.779;48.337
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;28;Sergipe;2.517;2.463;3.059;2.947;3.008;2.753;2.841;2.572;2.565;2.484;2.264;2.307;31.780
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;29;Bahia;15.355;14.880;17.464;16.990;17.595;16.356;16.317;15.209;15.396;15.029;14.044;14.142;188.777
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;2;Região;3;Sudeste;90.007;86.719;97.312;95.012;94.873;87.643;88.231;83.892;85.520;80.005;78.913;83.011;1.051.138
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;31;Minas Gerais;20.501;20.221;22.938;22.819;22.283;20.467;20.845;19.533;19.974;18.961;18.324;19.473;246.339
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;32;Espírito Santo;4.427;4.350;4.969;4.784;4.973;4.616;4.568;4.352;4.417;4.030;4.074;4.192;53.752
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;33;Rio de Janeiro;17.266;16.349;18.377;17.945;18.091;16.634;16.697;16.123;15.978;14.950;14.808;15.759;198.977
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;35;São Paulo;47.813;45.799;51.028;49.464;49.526;45.926;46.121;43.884;45.151;42.064;41.707;43.587;552.070
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;2;Região;4;Sul;32.754;31.254;33.812;32.994;33.392;31.090;31.240;29.842;30.634;28.963;28.257;30.226;374.458
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;41;Paraná;12.709;12.257;13.278;13.103;13.091;11.999;12.154;11.577;11.935;11.278;10.923;11.953;146.257
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;42;Santa Catarina;8.407;7.911;8.740;8.460;8.633;8.218;8.266;7.797;8.069;7.556;7.514;7.899;97.470
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;43;Rio Grande do Sul;11.638;11.086;11.794;11.431;11.668;10.873;10.820;10.468;10.630;10.129;9.820;10.374;130.731
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;2;Região;5;Centro-Oeste;19.691;18.526;21.349;20.792;20.419;19.005;19.374;18.453;19.171;18.238;17.035;18.112;230.165
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;50;Mato Grosso do Sul;3.653;3.440;3.868;3.882;3.801;3.477;3.498;3.277;3.420;3.232;2.574;3.163;41.285
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;51;Mato Grosso;4.806;4.519;5.203;5.096;5.119;4.633;4.808;4.694;4.771;4.429;4.413;4.538;57.029
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;52;Goiás;7.867;7.385;8.548;8.365;8.149;7.656;7.825;7.373;7.656;7.367;7.063;7.464;92.718
2020;2020*;1;Nascidos vivos por residência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;53;Distrito Federal;3.365;3.182;3.730;3.449;3.350;3.239;3.243;3.109;3.324;3.210;2.985;2.947;39.133